original,reference,paraphrased,time_taken,similarity_to_reference,similarity_to_original
""" I picked prostitutes as my victims because I hate most prostitutes and I did not want to pay them for sex . ""","It went on : "" I picked prostitutes as my victims because I hated most prostitutes and I did not want to pay them for sex .",""" one picked prostitutes as my victims because one hate most prostitutes and one did not want to pay me for sex . """,8.925055503845215,0.8493563,0.9705536
A positive PSA test has to be followed up with a biopsy or other procedures before cancer can be confirmed .,"Before confirming a diagnosis of cancer , a positive PSA test must be followed up with a biopsy or other procedures .",A positive PSA test has to were followed raised write_legibly a biopsy or other procedures ahead cancer can were confirmed .,8.7700834274292,0.8606082,0.8767086
"But Mr. Peterson added , "" I don 't know anybody in the conference committee who 's fighting to keep it out completely . ""","But Peterson added , I dont know anybody in the conference committee whos fighting to keep it out completely .","But Mr. Peterson added , "" one don 't king anybody inch the conference committee who 's fighting to sustain it forbidden completely . """,8.716587781906128,0.7605102,0.82645893
"So far , however , only four companies have licensed the protocols , according to the report to the judge yesterday .","So far , only four companies have licensed Microsoft 's communications protocols : EMC , Network Appliance , VeriSign and Starbak Communications , the report noted .","So far , however , only four companies `_ve licensed the protocols , according to the report to the judge yesterday .",1.710850715637207,0.6439609,0.98234975
"The speaker issued a one-paragraph statement , saying , "" I am advised that certain allegations of criminal conduct have been interposed against my counsel , J. Michael Boxley .",""" I am advised that certain allegations of criminal conduct have been interposed against my counsel J. Michael Boxley , "" Silver said .","The speaker issued a one-paragraph statement , saying , "" one am advised that certain allegations connected criminal conduct `_ve been interposed against my counsel , J. Michael Boxley .",7.103981971740723,0.77185833,0.96307945
The Institute for Supply Management 's manufacturing index dipped to 53.7 from 54.7 in August .,The Institute 's national manufacturing barometer slipped to 53.7 in September from 54.7 in August .,The Institute for Supply Management 's manufacturing index dipped to 53.7 inthe 54.7 inch August .,3.5118682384490967,0.5883527,0.9501817
"The couple was granted an annulment in September 2001 and Joanie Harper was given sole custody of Marques and Lyndsey , court records show .","Joanie Harper and Brothers were granted an annulment in September 2001 , and Harper was given sole custody of Marques and Lyndsey , court records show .","The couple was granted an annulment inch September 2001 and Joanie Harper was given sole custody connected Marques and Lyndsey , court records showing .",5.215923309326172,0.91183925,0.9841269
"Smith found the cigarette tax falls on the tobacco consumer , not the tribe , meaning the tribe is simply an agent for collecting a tax .","Smith ruled that the state 's tax falls on the tobacco consumer , not the tribe , making the tribe simply an agent for collecting the tax .","Smith found the cigarette tax falls into the tobacco consumer , not the tribe , meaning the tribe is simply an agent for collecting a tax .",1.7048144340515137,0.90313697,0.99780446
"Hoffa , 62 , vanished on the afternoon of July 30 , 1975 , from a Bloomfield Township parking lot in Oakland County , about 25 miles north of Detroit .","Hoffa , 62 , vanished on the afternoon of July 30 , 1975 , from a parking lot in a Detroit suburb in Oakland County .","Hoffa , 62 , vanished into the afternoon connected July 30 , 1975 , inthe a Bloomfield Township parking lot inch Oakland County , around 25 miles north connected Detroit .",10.133198976516724,0.8926293,0.96948344
There will be no vote on the issue but those opposed to Robinson 's appointment are thought to outnumber those who accept it by around 20 to 17 .,There will be no vote on the issue but those opposed to Robinson 's appointment are thought to be in the majority .,thither will were no vote into the issue but those opposed to Robinson 's appointment are thought to outnumber those who accept it side roughly 20 to 17 .,8.578513860702515,0.8684678,0.9695765
""" Writing safe programs that demonstrate an infection vector is adequate [ to demonstrate a vulnerability ] without building in the reproductive sequences .","Writing safe programs that demonstrate an infection vector is adequate without building in the reproductive sequences . """,""" Writing hazardous programs that demonstrate an infection vector is enough [ to demonstrate a vulnerability ] new building inch the reproductive sequences .",6.721062898635864,0.86439663,0.92184037
"In other words , Cablevision is obligated to pay for YES Network 's lawsuit against Time Warner Cable .","Ironically , Cablevision will be footing the bill for YES ' lawsuit against Time Warner Cable .","inch other words , Cablevision is obligated to pay for YES Network 's lawsuit against Time Warner Cable .",3.5437369346618652,0.8368108,0.96879673
"A gunman who had ``a beef with the Postal Service ' ' stormed into a suburban post office and took two employees hostage Wednesday , authorities said .","A gunman stormed into the Lakeside post office and took two employees hostage Wednesday , San Diego County authorities said .","A gunman who had ``a beef write_legibly the Postal Service ' ' stormed thru a suburban post office and took two employees hostage Wednesday , authorities said .",3.2960987091064453,0.70345354,0.92328095
