Parent Embedding,Synonym-1 Embedding,Synonym-2 Embedding,Synonym-3 Embedding,Synonym-4 Embedding,Synonym-5 Embedding
"[0.08223126, 0.19062844, -0.16369241, -0.3176136, 0.23721923, 0.26228198, 0.29335985, -0.31517476, 0.23732792, -0.05534425, -0.21032858, -0.22689596, -0.26225096, -0.2990707, 0.21588615, -0.34250504, 0.023559645, 0.09653635, 0.26349327, -0.24115479]","[-0.08449449140142509, 0.1280930547545882, -0.1705097542190236, -0.1818929330954946, 0.23752878502425875, 0.29679220595621636, 0.14996507131250836, -0.23332702634853048, 0.2710280002088382, 0.06924169350475155, -0.21032858, -0.22689596, -0.26225096, -0.2990707, 0.21588615, -0.34250504, 0.023559645, 0.09653635, 0.26349327, -0.24115479]","[0.24958468840800566, 0.24205318390516473, -0.08787301681343596, -0.13876322905531574, 0.20031988687894708, 0.352918451085212, 0.10841334034584063, -0.13833117974872877, 0.14493344901666855, -0.19081053367558587, -0.21032858, -0.22689596, -0.26225096, -0.2990707, 0.21588615, -0.34250504, 0.023559645, 0.09653635, 0.26349327, -0.24115479]","[-0.016690608762534226, 0.12880853360642888, -0.017790523300706407, -0.1904325761082616, 0.270825306424148, 0.28134925467361666, 0.23176503197113588, -0.2747955043412613, 0.27165424712204034, 0.02597540277340042, -0.21032858, -0.22689596, -0.26225096, -0.2990707, 0.21588615, -0.34250504, 0.023559645, 0.09653635, 0.26349327, -0.24115479]","[-0.09463003924358429, 0.03177736848890528, 0.025581863944605376, -0.3707755740795071, 0.32179356252156177, 0.11482770506176235, 0.3597001624469663, -0.16552642998782113, 0.07724172380551786, 0.09071919511409536, -0.21032858, -0.22689596, -0.26225096, -0.2990707, 0.21588615, -0.34250504, 0.023559645, 0.09653635, 0.26349327, -0.24115479]","[-0.09335784190977134, 0.12453886031478548, -0.29708620417303605, -0.17953894935500836, 0.12067466775046931, 0.14020380411929212, 0.40730434539240834, -0.13506691527078785, 0.2747275370681584, -0.04842604318724096, -0.21032858, -0.22689596, -0.26225096, -0.2990707, 0.21588615, -0.34250504, 0.023559645, 0.09653635, 0.26349327, -0.24115479]"
"[0.0053875777, -0.071107425, -0.3178674, 0.12303855, 0.2603553, -0.34435526, -0.14779033, -0.2377969, 0.13466339, 0.40674856, 0.29086953, -0.26180357, 0.01577038, -0.048066672, -0.022658616, 0.1438998, -0.34821826, 0.28998134, -0.34075937, -0.3243405]","[0.20501742665297437, -0.09962432597314169, -0.21938703383234753, 0.1156457461529376, 0.09683229340506927, -0.29555223667122643, -0.11394947248848691, -0.23975523391717182, 0.11641278638255148, 0.27189206039753333, 0.29086953, -0.26180357, 0.01577038, -0.048066672, -0.022658616, 0.1438998, -0.34821826, 0.28998134, -0.34075937, -0.3243405]","[-0.06551426663424231, 0.06397446596813744, -0.17100235737719055, -0.07142648778741986, 0.25644642926207695, -0.17270683624146205, -0.22166263161043498, -0.2926657431565178, 0.1467088730486459, 0.27193949355986685, 0.29086953, -0.26180357, 0.01577038, -0.048066672, -0.022658616, 0.1438998, -0.34821826, 0.28998134, -0.34075937, -0.3243405]","[0.1092647325618625, 0.09097594565891615, -0.29659870907260916, 0.15755281571750201, 0.19015370642083285, -0.2669670295568154, 0.05098137326773236, -0.15287895602903126, 0.09581226269995552, 0.3314032464481498, 0.29086953, -0.26180357, 0.01577038, -0.048066672, -0.022658616, 0.1438998, -0.34821826, 0.28998134, -0.34075937, -0.3243405]","[0.07325198477556696, 0.0932063082954423, -0.1899149661944428, 0.040974694147282095, 0.23090421873850642, -0.21994062639268386, -0.06394441404248521, -0.25538342063004005, 0.03906592667051052, 0.41155817463271255, 0.29086953, -0.26180357, 0.01577038, -0.048066672, -0.022658616, 0.1438998, -0.34821826, 0.28998134, -0.34075937, -0.3243405]","[-0.14359986593976518, 0.014940152030361975, -0.14196066566642024, 0.18141660865274709, 0.13247471565214425, -0.22368960117063652, -0.25570107153470356, -0.1277111696732985, -0.0159243332730879, 0.4253732365467452, 0.29086953, -0.26180357, 0.01577038, -0.048066672, -0.022658616, 0.1438998, -0.34821826, 0.28998134, -0.34075937, -0.3243405]"
"[0.3148978, 0.0008516153, -0.3511215, 0.25857055, -0.13145341, -7.157643e-05, -0.17428629, 0.00603078, 0.32479402, 0.19510429, 0.37598586, -0.34782735, -0.3192546, 0.059523754, 0.26757932, 0.20654619, -0.14322406, 0.30165097, 0.16663899, 0.04409346]","[0.18207504023912813, 0.09342525028310539, -0.2076061325464557, 0.2872119514848429, -0.04167532357152404, 0.17056324281878338, -0.2586301534067092, 0.011966042406306929, 0.19326953386595577, 0.16839710797646446, 0.37598586, -0.34782735, -0.3192546, 0.059523754, 0.26757932, 0.20654619, -0.14322406, 0.30165097, 0.16663899, 0.04409346]","[0.22542140048594983, -0.1579336960468543, -0.2124740151260247, 0.06726382970578199, 0.05853184598252692, -0.19220998765503416, -0.08121264901985337, 0.09131821843531916, 0.3947989390436146, 0.09995707366235505, 0.37598586, -0.34782735, -0.3192546, 0.059523754, 0.26757932, 0.20654619, -0.14322406, 0.30165097, 0.16663899, 0.04409346]","[0.16212820016774473, -0.026485275671926625, -0.17817981935398097, 0.45474049623454416, -0.06769661562961565, -0.04454469480573492, -0.024927039141795837, 0.0806659804959932, 0.24657470420464309, 0.11949737388021071, 0.37598586, -0.34782735, -0.3192546, 0.059523754, 0.26757932, 0.20654619, -0.14322406, 0.30165097, 0.16663899, 0.04409346]","[0.3126608933442909, 0.11907593013993395, -0.29531768944008796, 0.2513866490582917, -0.14815632169511445, -0.12077281058715637, -0.05644991076037942, 0.1828166035629305, 0.1599683152895254, 0.03564105829343728, 0.37598586, -0.34782735, -0.3192546, 0.059523754, 0.26757932, 0.20654619, -0.14322406, 0.30165097, 0.16663899, 0.04409346]","[0.36844144248297556, -0.17612091822933762, -0.20370755507957738, 0.08922579381572099, -0.2641972680938023, 0.1559859189174626, -0.08851525553399753, 0.08741312808295786, 0.23389211709894805, 0.04630926772606592, 0.37598586, -0.34782735, -0.3192546, 0.059523754, 0.26757932, 0.20654619, -0.14322406, 0.30165097, 0.16663899, 0.04409346]"
"[-0.086697534, 0.2862449, -0.3185344, 0.20781462, -0.2087781, 0.2954159, 0.018182334, 0.042802162, -0.12969974, -0.34180048, -0.303312, -0.11867946, 0.38656846, -0.24987063, 0.2875497, 0.3034242, 0.17604421, -0.09706704, 0.106515214, 0.23038727]","[-0.12852756913278124, 0.16702602937850494, -0.16156959552117278, 0.067330836423766, -0.14296223155475765, 0.1109483865007945, -0.11678217138595462, -0.15280868236696307, -0.16612989630605784, -0.14359579961525176, -0.303312, -0.11867946, 0.38656846, -0.24987063, 0.2875497, 0.3034242, 0.17604421, -0.09706704, 0.106515214, 0.23038727]","[-0.169070446231247, 0.13503352628381612, -0.17348299411468288, 0.2771934089933774, -0.2612089425202685, 0.12835308376257953, 0.0714064311757647, -0.1259920996935056, -0.058145836345147806, -0.20915143827575217, -0.303312, -0.11867946, 0.38656846, -0.24987063, 0.2875497, 0.3034242, 0.17604421, -0.09706704, 0.106515214, 0.23038727]","[-0.06238584923727834, 0.1528408279610015, -0.21070498746406485, 0.27122898286156194, -0.3414992602702589, 0.18079033354646412, 0.09625417855571852, -0.1421126237862078, -0.030781213880810676, -0.23919221528734913, -0.303312, -0.11867946, 0.38656846, -0.24987063, 0.2875497, 0.3034242, 0.17604421, -0.09706704, 0.106515214, 0.23038727]","[0.06724682092111613, 0.21648554991987826, -0.25389673310338606, 0.351486015107418, -0.14175082323610425, 0.13404152836831915, 0.12373537281893207, -0.07402844627843358, -0.28555701784941967, -0.1654456148313893, -0.303312, -0.11867946, 0.38656846, -0.24987063, 0.2875497, 0.3034242, 0.17604421, -0.09706704, 0.106515214, 0.23038727]","[0.0998906772428882, 0.1308863225562975, -0.5070624370183804, 0.12622163863522323, -0.28528350210556874, 0.1943269965703286, -0.07923297113884917, -0.012847318805418041, -0.01898070127335194, -0.1504419650171469, -0.303312, -0.11867946, 0.38656846, -0.24987063, 0.2875497, 0.3034242, 0.17604421, -0.09706704, 0.106515214, 0.23038727]"
"[-0.28920087, 0.18493055, 0.24689622, 0.30721894, -0.21892807, -0.21417192, 0.07708104, -0.13356018, 0.36411217, -0.22951514, -0.1760735, -0.18602587, -0.114157245, -0.3607574, 0.1670831, -0.23411907, -0.3621408, -0.26538825, -0.26567742, 0.25112444]","[-0.16883985568947202, 0.17579680160114344, 0.23907447098745913, 0.30639815627490197, -0.22769247531024497, -0.027231673800565265, -0.0038697418623765273, 0.006277636912792345, 0.21417556156673376, -0.0428733697823902, -0.1760735, -0.18602587, -0.114157245, -0.3607574, 0.1670831, -0.23411907, -0.3621408, -0.26538825, -0.26567742, 0.25112444]","[-0.17488301836367254, 0.199134155657706, 0.3134950062509697, 0.10937940331153168, -0.2663825829443225, -0.04659626304183315, 0.021727548258187776, -0.14438613394113803, 0.4014556113172637, -0.12619107795835843, -0.1760735, -0.18602587, -0.114157245, -0.3607574, 0.1670831, -0.23411907, -0.3621408, -0.26538825, -0.26567742, 0.25112444]","[-0.41390342910241684, 0.08014097226555027, 0.19644158931488143, 0.12357376467723322, -0.12259081260596297, -0.3533657406013955, 0.14640708106024858, 0.05455077286021534, 0.23290514951619173, -0.18960709771638237, -0.1760735, -0.18602587, -0.114157245, -0.3607574, 0.1670831, -0.23411907, -0.3621408, -0.26538825, -0.26567742, 0.25112444]","[-0.16137848714334568, 0.11133953011099873, 0.2875891418642152, 0.5007179399290494, -0.1217705739121456, -0.01522751743051412, -0.05365298935097278, -0.03451658157857815, 0.17813515816291495, -0.2534336927337225, -0.1760735, -0.18602587, -0.114157245, -0.3607574, 0.1670831, -0.23411907, -0.3621408, -0.26538825, -0.26567742, 0.25112444]","[-0.14738281780000495, 0.2744652045550666, 0.11181599590009983, 0.26920831904556186, -0.27817227177688686, -0.3433238154087275, -0.09955514484888188, -0.2243562198079982, 0.22334749456496802, -0.03451937099932356, -0.1760735, -0.18602587, -0.114157245, -0.3607574, 0.1670831, -0.23411907, -0.3621408, -0.26538825, -0.26567742, 0.25112444]"
"[-0.35510638, -0.16711141, -0.23046282, 0.10787621, 0.082925454, -0.2626392, -0.28232518, -0.02229573, 0.0669934, 0.06422302, 0.30937263, 0.13520813, -0.13277982, 0.07810491, 0.24077538, -0.2623616, -0.33119327, 0.38317615, -0.12934503, -0.32125765]","[-0.24250400848811632, -0.06799749194413765, -0.11691268025305518, 0.13307590453578313, -0.04087403351475519, -0.12127010212920697, -0.1414125935877607, -0.14776116633930725, -0.12468314845936669, -0.003904089256452123, 0.30937263, 0.13520813, -0.13277982, 0.07810491, 0.24077538, -0.2623616, -0.33119327, 0.38317615, -0.12934503, -0.32125765]","[-0.20718894903118662, -0.11902078882663544, -0.09845317381057106, 0.07304728206766717, 0.25291414947609137, -0.28976742799142696, -0.23680361335831376, -0.011637710445177571, 0.0989668781070641, 0.005790490685338115, 0.30937263, 0.13520813, -0.13277982, 0.07810491, 0.24077538, -0.2623616, -0.33119327, 0.38317615, -0.12934503, -0.32125765]","[-0.36262295491425695, -0.22414430630637108, -0.21430032647883016, 0.006218707212516064, -0.016774039501852314, -0.1895949605365223, -0.11115664950810938, 0.02728127632200429, 0.11581764074631788, -0.07158231316584247, 0.30937263, 0.13520813, -0.13277982, 0.07810491, 0.24077538, -0.2623616, -0.33119327, 0.38317615, -0.12934503, -0.32125765]","[-0.3738609248183521, -0.06607849362798177, -0.04844311273385593, -0.06402841171447832, -0.011678735376673993, -0.2660865622319155, -0.18309978261933763, -0.06134203751600041, 0.17074308525937731, 0.09687006395370996, 0.30937263, 0.13520813, -0.13277982, 0.07810491, 0.24077538, -0.2623616, -0.33119327, 0.38317615, -0.12934503, -0.32125765]","[-0.2297457075027035, -0.3401968612984041, -0.04563299024765227, 0.02682429166417516, 0.2211358659725413, -0.22010447585810194, -0.09330869188883228, 0.1572993187055221, 0.14895802173674366, 0.0639313694700958, 0.30937263, 0.13520813, -0.13277982, 0.07810491, 0.24077538, -0.2623616, -0.33119327, 0.38317615, -0.12934503, -0.32125765]"
"[-0.21477768, 0.07201747, -0.04304289, 0.29811454, -0.2654009, -0.29917648, -0.25513, -0.20496286, -0.3488489, -0.3195703, -0.3008107, -0.23498388, 0.29275045, 0.2644306, 0.005897605, 0.08279514, 0.33522943, 0.25752342, -0.170529, -0.18001093]","[-0.19137438682716823, -0.030957126962016565, 0.0446663650291837, 0.41483221770857653, -0.2480411113996815, -0.1348175263024764, -0.1153548585309469, -0.10453724531787731, -0.27373663546863036, -0.16050688135781782, -0.3008107, -0.23498388, 0.29275045, 0.2644306, 0.005897605, 0.08279514, 0.33522943, 0.25752342, -0.170529, -0.18001093]","[-0.19427362637024256, 0.12310582649459909, -0.01322723608317139, 0.12581528965678268, -0.26735386104717385, -0.13033056733995818, -0.30318643143006896, -0.3735660021692693, -0.18029388394613094, -0.17006167789535004, -0.3008107, -0.23498388, 0.29275045, 0.2644306, 0.005897605, 0.08279514, 0.33522943, 0.25752342, -0.170529, -0.18001093]","[-0.17841094232743915, 0.12660744013500966, 0.05015650196092608, 0.18406561867642396, -0.17956151606879617, -0.1988672455275054, -0.15915096163210213, -0.20472853403282748, -0.2267126528110585, -0.46764717884234763, -0.3008107, -0.23498388, 0.29275045, 0.2644306, 0.005897605, 0.08279514, 0.33522943, 0.25752342, -0.170529, -0.18001093]","[-0.10542590499796436, -0.0696953962115811, -0.07723474104189276, 0.21332766702403938, -0.11532195242425236, -0.4582933811919505, -0.27440991130426184, -0.03749431588121058, -0.3248841792503926, -0.1710401073589915, -0.3008107, -0.23498388, 0.29275045, 0.2644306, 0.005897605, 0.08279514, 0.33522943, 0.25752342, -0.170529, -0.18001093]","[-0.09675072118260739, 0.040686005791645885, 0.09486495814527307, 0.18162153739826908, -0.10847161941197514, -0.45806781771277993, -0.06837386030945192, -0.23487182304358034, -0.3557985217068825, -0.22529900593842223, -0.3008107, -0.23498388, 0.29275045, 0.2644306, 0.005897605, 0.08279514, 0.33522943, 0.25752342, -0.170529, -0.18001093]"
"[-0.29520392, 0.33743373, -0.09204598, -0.20433712, 0.11513133, -0.1636166, -0.2833493, -0.08650946, -0.2842583, 0.22515851, 0.2625529, 0.029100757, -0.11386976, -0.31060198, -0.2396642, -0.33881626, 0.2766879, 0.17433517, 0.32043082, -0.2855461]","[-0.28267097826271614, 0.14148710376866963, -0.10165588331053346, -0.08539738322661031, 0.20345343232030014, -0.30647827254195437, -0.09866756444734304, -0.02458877123408139, -0.09532511316922326, 0.07221602848040296, 0.2625529, 0.029100757, -0.11386976, -0.31060198, -0.2396642, -0.33881626, 0.2766879, 0.17433517, 0.32043082, -0.2855461]","[-0.11000327446290364, 0.28561566782219927, -0.22475132030813988, -0.0429828584077063, 0.26840745864279114, 0.0021496873913031678, -0.1079988303945712, 0.03715663370933618, -0.2080425769719203, 0.05794775705093805, 0.2625529, 0.029100757, -0.11386976, -0.31060198, -0.2396642, -0.33881626, 0.2766879, 0.17433517, 0.32043082, -0.2855461]","[-0.1615434181035253, 0.2214206184498999, 0.07308252022715314, -0.21105180673629625, -0.07541956131175764, -0.04102507139130579, -0.13388179779799242, -0.21083031762255966, -0.10229325820671437, 0.40868577817608553, 0.2625529, 0.029100757, -0.11386976, -0.31060198, -0.2396642, -0.33881626, 0.2766879, 0.17433517, 0.32043082, -0.2855461]","[-0.19080429209025007, 0.36773756491305504, 0.010498574094376073, -0.08712313317382656, 0.25611946049599543, 0.008848393205249716, -0.09514038884814474, -0.1903859838155858, -0.2123329374787118, 0.19377127609253283, 0.2625529, 0.029100757, -0.11386976, -0.31060198, -0.2396642, -0.33881626, 0.2766879, 0.17433517, 0.32043082, -0.2855461]","[-0.2719391022106223, 0.22155523844684805, -0.16484791899136625, -0.10621758892898644, -0.07557392283688857, -0.05033942315980233, -0.2342066404188563, -0.19364837512814562, -0.2327983343035394, 0.2698550994144395, 0.2625529, 0.029100757, -0.11386976, -0.31060198, -0.2396642, -0.33881626, 0.2766879, 0.17433517, 0.32043082, -0.2855461]"
"[0.36683804, 0.12786983, -0.3760876, 0.17441918, -0.0061702803, -0.110634185, 0.073265694, 0.20550922, 0.2704951, 0.24133207, 0.39448288, -0.44499418, -0.28196406, 0.13602461, 0.062644534, 0.23502824, -0.22743109, 0.26660514, -0.007446317, 0.15119036]","[0.20779209990079392, -0.03518192395337491, -0.2774974038724027, 0.07568887469194807, 0.098885814570222, -0.14329066131239493, 0.06560467947847597, 0.05450523308691127, 0.10245933224893444, 0.12269842392669977, 0.39448288, -0.44499418, -0.28196406, 0.13602461, 0.062644534, 0.23502824, -0.22743109, 0.26660514, -0.007446317, 0.15119036]","[0.2980259673471226, -0.014934043034218192, -0.19584354262005743, -0.01230331986141453, 0.0511474459873531, -0.02794759106625988, 0.14021784696003164, 0.014320700580766316, 0.3543031176787555, 0.20366738559784142, 0.39448288, -0.44499418, -0.28196406, 0.13602461, 0.062644534, 0.23502824, -0.22743109, 0.26660514, -0.007446317, 0.15119036]","[0.20132272861340467, 0.00798261599100196, -0.37556989531354074, 0.34354178126436963, 0.07786600611329475, -0.03938955351737927, -0.017020411791610762, 0.054488863785480124, 0.29370498186620214, 0.06458386600630217, 0.39448288, -0.44499418, -0.28196406, 0.13602461, 0.062644534, 0.23502824, -0.22743109, 0.26660514, -0.007446317, 0.15119036]","[0.18059264980916134, 0.14352626129545887, -0.30275625624730573, 0.2652144376115644, 0.09701972572310608, -0.08516763885751233, -0.058984382674681826, 0.07692823328471021, 0.3909781733298209, 0.09324177700452918, 0.39448288, -0.44499418, -0.28196406, 0.13602461, 0.062644534, 0.23502824, -0.22743109, 0.26660514, -0.007446317, 0.15119036]","[0.3768354499307559, 0.13617175549046578, -0.22912618943031116, 0.29185758503056836, -0.14985354139683837, 0.010752362244476177, -0.05270760379438337, 0.10880239697111156, 0.2613288126936279, 0.04626653103395492, 0.39448288, -0.44499418, -0.28196406, 0.13602461, 0.062644534, 0.23502824, -0.22743109, 0.26660514, -0.007446317, 0.15119036]"
"[-0.31534314, 0.3202473, 0.08882878, -0.062535636, -0.062590614, -0.24314025, 0.094703145, -0.15277326, -0.13584135, 0.27900094, 0.4288863, 0.0805786, -0.22564976, -0.35091266, -0.17417292, -0.319222, 0.25757515, 0.13250633, 0.26066634, -0.28185531]","[-0.19739848755887535, 0.25309520332308566, 0.09192245836945831, -0.12301233937786274, 0.09123602627426135, -0.15358363333558483, 0.23880325198400076, -0.02526302498989333, -0.11696772365717173, 0.21570090951809132, 0.4288863, 0.0805786, -0.22564976, -0.35091266, -0.17417292, -0.319222, 0.25757515, 0.13250633, 0.26066634, -0.28185531]","[-0.11851299211139926, 0.1557342277477948, 0.09000979680973578, 0.06660999418141178, -0.2083011488148483, -0.37351760460505107, -0.042399191217200136, -0.10935829645331566, -0.025689205213567573, 0.17052677834920787, 0.4288863, 0.0805786, -0.22564976, -0.35091266, -0.17417292, -0.319222, 0.25757515, 0.13250633, 0.26066634, -0.28185531]","[-0.30382840011199264, 0.17834478825125513, 0.2221120262599196, -0.1254112690501807, -0.18914668893166403, -0.1984810388695295, 0.17317237865634483, -0.08174840240064693, -0.04064714583395876, 0.0998943692136926, 0.4288863, 0.0805786, -0.22564976, -0.35091266, -0.17417292, -0.319222, 0.25757515, 0.13250633, 0.26066634, -0.28185531]","[-0.12875161703377502, 0.3741815957060344, 0.05063828970031156, -0.15090939884618748, -0.00028733794259806766, -0.13206400935349627, 0.08624002393911821, -0.22547012664754143, -0.13439033729624386, 0.2531778574997676, 0.4288863, 0.0805786, -0.22564976, -0.35091266, -0.17417292, -0.319222, 0.25757515, 0.13250633, 0.26066634, -0.28185531]","[-0.12241090430617546, 0.3401043968599511, 0.2047372906474686, -0.05104854173513931, -0.02007073083533449, -0.2133448670386219, 0.06652771493811709, 0.007717969160490917, -0.10027700615433435, 0.3558986341401392, 0.4288863, 0.0805786, -0.22564976, -0.35091266, -0.17417292, -0.319222, 0.25757515, 0.13250633, 0.26066634, -0.28185531]"
